pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
EPT-0B	EPT-0D	uce-274_EPT_C9	1	10000	0.0026881720430107	134	12	4464	396
EPT-0B	EPT-0C	uce-274_EPT_C9	1	10000	0.0006690454950936	135	6	8968	752
EPT-0A	EPT-0P	uce-274_EPT_C9	1	10000	0.0	135	0	3888	432
EPT-0A	EPT-0O	uce-274_EPT_C9	1	10000	0.001739886907351	135	16	9196	1604
EPT-0B	EPT-0I	uce-274_EPT_C9	1	10000	0.0015797788309636	135	12	7596	504
EPT-0A	EPT-0N	uce-274_EPT_C9	1	10000	0.0	135	0	1948	212
EPT-0A	EPT-0J	uce-274_EPT_C9	1	10000	0.0013708019191226	135	8	5836	644
EPT-0A	EPT-0I	uce-274_EPT_C9	1	10000	0.0016501650165016	135	16	9696	1104
EPT-0A	EPT-0H	uce-274_EPT_C9	1	10000	0.0020833333333333	134	8	3840	480
EPT-0A	EPT-0F	uce-274_EPT_C9	1	10000	0.0033655868742111	135	32	9508	1292
EPT-0A	EPT-0E	uce-274_EPT_C9	1	10000	0.0032908268202385	135	32	9724	1076
EPT-0A	EPT-0D	uce-274_EPT_C9	1	10000	0.00278940027894	134	16	5736	744
EPT-0A	EPT-0C	uce-274_EPT_C9	1	10000	0.0006966213862765	135	8	11484	1476
EPT-0A	EPT-0L	uce-274_EPT_C9	1	10000	0.0044247787610619	114	8	1808	352
EPT-0N	EPT-0P	uce-274_EPT_C9	1	10000	0.0	135	0	1076	4
EPT-0B	EPT-0J	uce-274_EPT_C9	1	10000	0.0013111888111888	135	6	4576	284
EPT-0B	EPT-0N	uce-274_EPT_C9	1	10000	0.0	135	0	1528	92
EPT-0D	EPT-0I	uce-274_EPT_C9	1	10000	0.0041109969167523	134	32	7784	316
EPT-0D	EPT-0H	uce-274_EPT_C9	1	10000	0.0045278137128072	134	14	3092	148
EPT-0D	EPT-0F	uce-274_EPT_C9	1	10000	0.0055732484076433	134	42	7536	564
EPT-0D	EPT-0E	uce-274_EPT_C9	1	10000	0.0053846153846153	134	42	7800	300
EPT-0C	EPT-0P	uce-274_EPT_C9	1	10000	0.0006361323155216	135	4	6288	192
EPT-0C	EPT-0O	uce-274_EPT_C9	1	10000	0.0022142264046498	135	32	14452	1748
EPT-0C	EPT-0N	uce-274_EPT_C9	1	10000	0.0006345177664974	135	2	3152	88
EPT-0B	EPT-0L	uce-274_EPT_C9	1	10000	0.0044117647058823	114	6	1360	260
EPT-0C	EPT-0L	uce-274_EPT_C9	1	10000	0.0051775147928994	114	14	2704	536
EPT-0C	EPT-0I	uce-274_EPT_C9	1	10000	0.0020429009193054	135	32	15664	536
EPT-0C	EPT-0H	uce-274_EPT_C9	1	10000	0.0025789813023855	134	16	6204	276
EPT-0C	EPT-0F	uce-274_EPT_C9	1	10000	0.0035620052770448	135	54	15160	1040
EPT-0C	EPT-0E	uce-274_EPT_C9	1	10000	0.0035605289928789	135	56	15728	472
EPT-0C	EPT-0D	uce-274_EPT_C9	1	10000	0.0032851511169513	134	30	9132	588
EPT-0B	EPT-0P	uce-274_EPT_C9	1	10000	0.0	135	0	3048	192
EPT-0B	EPT-0O	uce-274_EPT_C9	1	10000	0.0016891891891891	135	12	7104	996
EPT-0C	EPT-0J	uce-274_EPT_C9	1	10000	0.0016949152542372	135	16	9440	280
EPT-0O	EPT-0P	uce-274_EPT_C9	1	10000	0.001628664495114	135	8	4912	488
EPT-0A	EPT-0B	uce-281_EPT_C13	1	10000	0.0030441400304414	61	8	2628	300
EPT-0F	EPT-0O	uce-281_EPT_C13	1	10000	0.0079470198675496	61	48	6040	60
EPT-0F	EPT-0N	uce-281_EPT_C13	1	10000	0.0099009900990099	61	12	1212	8
EPT-0F	EPT-0L	uce-281_EPT_C13	1	10000	0.0132013201320132	61	16	1212	8
EPT-0F	EPT-0J	uce-281_EPT_C13	1	10000	0.0077288941736028	61	26	3364	296
EPT-0F	EPT-0I	uce-281_EPT_C13	1	10000	0.0062197650310988	61	36	5788	312
EPT-0F	EPT-0H	uce-281_EPT_C13	1	10000	0.0074257425742574	61	18	2424	16
EPT-0E	EPT-0P	uce-281_EPT_C13	1	10000	0.0131147540983606	61	32	2440	0
EPT-0E	EPT-0O	uce-281_EPT_C13	1	10000	0.0095394736842105	61	58	6080	20
EPT-0E	EPT-0N	uce-281_EPT_C13	1	10000	0.0114754098360655	61	14	1220	0
EPT-0E	EPT-0L	uce-281_EPT_C13	1	10000	0.0131147540983606	61	16	1220	0
EPT-0E	EPT-0J	uce-281_EPT_C13	1	10000	0.0094674556213017	61	32	3380	280
EPT-0E	EPT-0I	uce-281_EPT_C13	1	10000	0.0075601374570446	61	44	5820	280
EPT-0E	EPT-0H	uce-281_EPT_C13	1	10000	0.0090163934426229	61	22	2440	0
EPT-0E	EPT-0F	uce-281_EPT_C13	1	10000	0.0102310231023102	61	62	6060	40
EPT-0D	EPT-0P	uce-281_EPT_C13	1	10000	0.0204918032786885	61	30	1464	0
EPT-0F	EPT-0P	uce-281_EPT_C13	1	10000	0.0132013201320132	61	32	2424	16
EPT-0H	EPT-0I	uce-281_EPT_C13	1	10000	0.0051546391752577	61	12	2328	112
EPT-0H	EPT-0J	uce-281_EPT_C13	1	10000	0.007396449704142	61	10	1352	112
EPT-0H	EPT-0L	uce-281_EPT_C13	1	10000	0.0122950819672131	61	6	488	0
EPT-0N	EPT-0O	uce-281_EPT_C13	1	10000	0.0082236842105263	61	10	1216	4
EPT-0L	EPT-0P	uce-281_EPT_C13	1	10000	0.0122950819672131	61	6	488	0
EPT-0L	EPT-0O	uce-281_EPT_C13	1	10000	0.0131578947368421	61	16	1216	4
EPT-0L	EPT-0N	uce-281_EPT_C13	1	10000	0.0163934426229508	61	4	244	0
EPT-0J	EPT-0P	uce-281_EPT_C13	1	10000	0.0103550295857988	61	14	1352	112
EPT-0J	EPT-0O	uce-281_EPT_C13	1	10000	0.008313539192399	61	28	3368	292
EPT-0J	EPT-0N	uce-281_EPT_C13	1	10000	0.0118343195266272	61	8	676	56
EPT-0D	EPT-0O	uce-281_EPT_C13	1	10000	0.0137061403508771	61	50	3648	12
EPT-0J	EPT-0L	uce-281_EPT_C13	1	10000	0.0118343195266272	61	8	676	56
EPT-0I	EPT-0O	uce-281_EPT_C13	1	10000	0.0058620689655172	61	34	5800	300
EPT-0I	EPT-0N	uce-281_EPT_C13	1	10000	0.0085910652920962	61	10	1164	56
EPT-0I	EPT-0L	uce-281_EPT_C13	1	10000	0.0103092783505154	61	12	1164	56
EPT-0I	EPT-0J	uce-281_EPT_C13	1	10000	0.0043103448275862	61	14	3248	412
EPT-0H	EPT-0P	uce-281_EPT_C13	1	10000	0.0122950819672131	61	12	976	0
EPT-0H	EPT-0O	uce-281_EPT_C13	1	10000	0.006578947368421	61	16	2432	8
EPT-0H	EPT-0N	uce-281_EPT_C13	1	10000	0.0081967213114754	61	4	488	0
EPT-0I	EPT-0P	uce-281_EPT_C13	1	10000	0.0094501718213058	61	22	2328	112
EPT-0D	EPT-0N	uce-281_EPT_C13	1	10000	0.0136612021857923	61	10	732	0
EPT-0D	EPT-0L	uce-281_EPT_C13	1	10000	0.0191256830601092	61	14	732	0
EPT-0D	EPT-0J	uce-281_EPT_C13	1	10000	0.0177514792899408	61	36	2028	168
EPT-0B	EPT-0H	uce-281_EPT_C13	1	10000	0.0054644808743169	61	8	1464	0
EPT-0B	EPT-0F	uce-281_EPT_C13	1	10000	0.0066006600660066	61	24	3636	24
EPT-0B	EPT-0E	uce-281_EPT_C13	1	10000	0.0081967213114754	61	30	3660	0
EPT-0B	EPT-0D	uce-281_EPT_C13	1	10000	0.0136612021857923	61	30	2196	0
EPT-0B	EPT-0C	uce-281_EPT_C13	1	10000	0.0086455331412103	61	36	4164	228
EPT-0A	EPT-0P	uce-281_EPT_C13	1	10000	0.0079908675799086	61	14	1752	200
EPT-0A	EPT-0O	uce-281_EPT_C13	1	10000	0.0054945054945054	61	24	4368	512
EPT-0B	EPT-0I	uce-281_EPT_C13	1	10000	0.0040091638029782	61	14	3492	168
EPT-0A	EPT-0N	uce-281_EPT_C13	1	10000	0.0091324200913242	61	8	876	100
EPT-0A	EPT-0J	uce-281_EPT_C13	1	10000	0.0024390243902439	61	6	2460	468
EPT-0A	EPT-0I	uce-281_EPT_C13	1	10000	0.0018993352326685	61	8	4212	668
EPT-0A	EPT-0H	uce-281_EPT_C13	1	10000	0.0045662100456621	61	8	1752	200
EPT-0A	EPT-0F	uce-281_EPT_C13	1	10000	0.005050505050505	61	22	4356	524
EPT-0A	EPT-0E	uce-281_EPT_C13	1	10000	0.0068493150684931	61	30	4380	500
EPT-0A	EPT-0D	uce-281_EPT_C13	1	10000	0.015220700152207	61	40	2628	300
EPT-0A	EPT-0C	uce-281_EPT_C13	1	10000	0.0079554494828957	61	40	5028	828
EPT-0A	EPT-0L	uce-281_EPT_C13	1	10000	0.0091324200913242	61	8	876	100
EPT-0N	EPT-0P	uce-281_EPT_C13	1	10000	0.0163934426229508	61	8	488	0
EPT-0B	EPT-0J	uce-281_EPT_C13	1	10000	0.0059171597633136	61	12	2028	168
EPT-0B	EPT-0N	uce-281_EPT_C13	1	10000	0.0081967213114754	61	6	732	0
EPT-0D	EPT-0I	uce-281_EPT_C13	1	10000	0.0143184421534937	61	50	3492	168
EPT-0D	EPT-0H	uce-281_EPT_C13	1	10000	0.0136612021857923	61	20	1464	0
EPT-0D	EPT-0F	uce-281_EPT_C13	1	10000	0.0154015401540154	61	56	3636	24
EPT-0D	EPT-0E	uce-281_EPT_C13	1	10000	0.0163934426229508	61	60	3660	0
EPT-0C	EPT-0P	uce-281_EPT_C13	1	10000	0.0136887608069164	61	38	2776	152
EPT-0C	EPT-0O	uce-281_EPT_C13	1	10000	0.0098322729901677	61	68	6916	404
EPT-0C	EPT-0N	uce-281_EPT_C13	1	10000	0.0115273775216138	61	16	1388	76
EPT-0B	EPT-0L	uce-281_EPT_C13	1	10000	0.0109289617486338	61	8	732	0
EPT-0C	EPT-0L	uce-281_EPT_C13	1	10000	0.0129682997118155	61	18	1388	76
EPT-0C	EPT-0I	uce-281_EPT_C13	1	10000	0.0084084084084084	61	56	6660	660
EPT-0C	EPT-0H	uce-281_EPT_C13	1	10000	0.0093659942363112	61	26	2776	152
EPT-0C	EPT-0F	uce-281_EPT_C13	1	10000	0.0104347826086956	61	72	6900	420
EPT-0C	EPT-0E	uce-281_EPT_C13	1	10000	0.0115273775216138	61	80	6940	380
EPT-0C	EPT-0D	uce-281_EPT_C13	1	10000	0.0163304514889529	61	68	4164	228
EPT-0B	EPT-0P	uce-281_EPT_C13	1	10000	0.0109289617486338	61	16	1464	0
EPT-0B	EPT-0O	uce-281_EPT_C13	1	10000	0.0060307017543859	61	22	3648	12
EPT-0C	EPT-0J	uce-281_EPT_C13	1	10000	0.0102986611740473	61	40	3884	508
EPT-0O	EPT-0P	uce-281_EPT_C13	1	10000	0.0131578947368421	61	32	2432	8
EPT-0A	EPT-0B	uce-284_EPT_C13	1	10000	0.0	64	0	3000	72
EPT-0F	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	6152	248
EPT-0F	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	1180	100
EPT-0F	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	1240	40
EPT-0F	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	3720	120
EPT-0F	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	5948	452
EPT-0F	EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	2348	212
EPT-0E	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	2560	0
EPT-0E	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	6340	60
EPT-0E	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	1220	60
EPT-0E	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	1280	0
EPT-0E	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	3840	0
EPT-0E	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	6120	280
EPT-0E	EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	2400	160
EPT-0E	EPT-0F	uce-284_EPT_C13	1	10000	0.0	64	0	6200	200
EPT-0D	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	1536	0
EPT-0F	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	2480	80
EPT-0H	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	2320	240
EPT-0H	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	1440	96
EPT-0H	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	480	32
EPT-0N	EPT-0O	uce-284_EPT_C13	1	10000	0.0	61	0	1208	72
EPT-0L	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	512	0
EPT-0L	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	1268	12
EPT-0L	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	244	12
EPT-0J	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	1536	0
EPT-0J	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	3804	36
EPT-0J	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	732	36
EPT-0D	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	3804	36
EPT-0J	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	768	0
EPT-0I	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	6060	340
EPT-0I	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	1188	92
EPT-0I	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	1224	56
EPT-0I	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	3672	168
EPT-0H	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	960	64
EPT-0H	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	2376	184
EPT-0H	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	456	56
EPT-0I	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	2448	112
EPT-0D	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	732	36
EPT-0D	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	768	0
EPT-0D	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	2304	0
EPT-0B	EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	1440	96
EPT-0B	EPT-0F	uce-284_EPT_C13	1	10000	0.0	64	0	3720	120
EPT-0B	EPT-0E	uce-284_EPT_C13	1	10000	0.0	64	0	3840	0
EPT-0B	EPT-0D	uce-284_EPT_C13	1	10000	0.0	64	0	2304	0
EPT-0B	EPT-0C	uce-284_EPT_C13	1	10000	0.0	64	0	4536	72
EPT-0A	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	2000	48
EPT-0A	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	4960	160
EPT-0B	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	3672	168
EPT-0A	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	964	60
EPT-0A	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	3000	72
EPT-0A	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	4800	320
EPT-0A	EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	1872	176
EPT-0A	EPT-0F	uce-284_EPT_C13	1	10000	0.0	64	0	4848	272
EPT-0A	EPT-0E	uce-284_EPT_C13	1	10000	0.0	64	0	5000	120
EPT-0A	EPT-0D	uce-284_EPT_C13	1	10000	0.0	64	0	3000	72
EPT-0A	EPT-0C	uce-284_EPT_C13	1	10000	0.0	64	0	5916	228
EPT-0A	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	1000	24
EPT-0N	EPT-0P	uce-284_EPT_C13	1	10000	0.0	61	0	488	24
EPT-0B	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	2304	0
EPT-0B	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	732	36
EPT-0D	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	3672	168
EPT-0D	EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	1440	96
EPT-0D	EPT-0F	uce-284_EPT_C13	1	10000	0.0	64	0	3720	120
EPT-0D	EPT-0E	uce-284_EPT_C13	1	10000	0.0	64	0	3840	0
EPT-0C	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	3024	48
EPT-0C	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	7488	192
EPT-0C	EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	1452	84
EPT-0B	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	768	0
EPT-0C	EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	1512	24
EPT-0C	EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	7248	432
EPT-0C	EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	2832	240
EPT-0C	EPT-0F	uce-284_EPT_C13	1	10000	0.0	64	0	7320	360
EPT-0C	EPT-0E	uce-284_EPT_C13	1	10000	0.0	64	0	7560	120
EPT-0C	EPT-0D	uce-284_EPT_C13	1	10000	0.0	64	0	4536	72
EPT-0B	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	1536	0
EPT-0B	EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	3804	36
EPT-0C	EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	4536	72
EPT-0O	EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	2536	24
EPT-0A	EPT-0B	uce-308_EPT_C13	1	10000	0.032258064516129	52	80	2480	16
EPT-0F	EPT-0O	uce-308_EPT_C13	1	10000	0.027906976744186	52	144	5160	40
EPT-0F	EPT-0N	uce-308_EPT_C13	1	10000	0.0274509803921568	51	28	1020	20
EPT-0F	EPT-0L	uce-308_EPT_C13	1	10000	0.0423076923076923	52	44	1040	0
EPT-0F	EPT-0J	uce-308_EPT_C13	1	10000	0.0274509803921568	52	84	3060	60
EPT-0F	EPT-0I	uce-308_EPT_C13	1	10000	0.0311284046692607	52	160	5140	60
EPT-0F	EPT-0H	uce-308_EPT_C13	1	10000	0.0288461538461538	52	60	2080	0
EPT-0E	EPT-0P	uce-308_EPT_C13	1	10000	0.0365384615384615	52	76	2080	0
EPT-0E	EPT-0O	uce-308_EPT_C13	1	10000	0.0364341085271317	52	188	5160	40
EPT-0E	EPT-0N	uce-308_EPT_C13	1	10000	0.0411764705882352	51	42	1020	20
EPT-0E	EPT-0L	uce-308_EPT_C13	1	10000	0.048076923076923	52	50	1040	0
EPT-0E	EPT-0J	uce-308_EPT_C13	1	10000	0.0359477124183006	52	110	3060	60
EPT-0E	EPT-0I	uce-308_EPT_C13	1	10000	0.0385214007782101	52	198	5140	60
EPT-0E	EPT-0H	uce-308_EPT_C13	1	10000	0.035576923076923	52	74	2080	0
EPT-0E	EPT-0F	uce-308_EPT_C13	1	10000	0.0369230769230769	52	192	5200	0
EPT-0D	EPT-0P	uce-308_EPT_C13	1	10000	0.0243506493506493	52	30	1232	16
EPT-0F	EPT-0P	uce-308_EPT_C13	1	10000	0.0278846153846153	52	58	2080	0
EPT-0H	EPT-0I	uce-308_EPT_C13	1	10000	0.0311284046692607	52	64	2056	24
EPT-0H	EPT-0J	uce-308_EPT_C13	1	10000	0.0245098039215686	52	30	1224	24
EPT-0H	EPT-0L	uce-308_EPT_C13	1	10000	0.0432692307692307	52	18	416	0
EPT-0N	EPT-0O	uce-308_EPT_C13	1	10000	0.0237154150197628	51	24	1012	28
EPT-0L	EPT-0P	uce-308_EPT_C13	1	10000	0.0384615384615384	52	16	416	0
EPT-0L	EPT-0O	uce-308_EPT_C13	1	10000	0.0426356589147286	52	44	1032	8
EPT-0L	EPT-0N	uce-308_EPT_C13	1	10000	0.0392156862745098	51	8	204	4
EPT-0J	EPT-0P	uce-308_EPT_C13	1	10000	0.0245098039215686	52	30	1224	24
EPT-0J	EPT-0O	uce-308_EPT_C13	1	10000	0.0217391304347826	52	66	3036	84
EPT-0J	EPT-0N	uce-308_EPT_C13	1	10000	0.0233333333333333	51	14	600	24
EPT-0D	EPT-0O	uce-308_EPT_C13	1	10000	0.0274869109947644	52	84	3056	64
EPT-0J	EPT-0L	uce-308_EPT_C13	1	10000	0.0424836601307189	52	26	612	12
EPT-0I	EPT-0O	uce-308_EPT_C13	1	10000	0.028235294117647	52	144	5100	100
EPT-0I	EPT-0N	uce-308_EPT_C13	1	10000	0.0317460317460317	51	32	1008	32
EPT-0I	EPT-0L	uce-308_EPT_C13	1	10000	0.0428015564202334	52	44	1028	12
EPT-0I	EPT-0J	uce-308_EPT_C13	1	10000	0.0277777777777777	52	84	3024	96
EPT-0H	EPT-0P	uce-308_EPT_C13	1	10000	0.03125	52	26	832	0
EPT-0H	EPT-0O	uce-308_EPT_C13	1	10000	0.0271317829457364	52	56	2064	16
EPT-0H	EPT-0N	uce-308_EPT_C13	1	10000	0.0294117647058823	51	12	408	8
EPT-0I	EPT-0P	uce-308_EPT_C13	1	10000	0.0282101167315175	52	58	2056	24
EPT-0D	EPT-0N	uce-308_EPT_C13	1	10000	0.0298013245033112	51	18	604	20
EPT-0D	EPT-0L	uce-308_EPT_C13	1	10000	0.0422077922077922	52	26	616	8
EPT-0D	EPT-0J	uce-308_EPT_C13	1	10000	0.0274725274725274	52	50	1820	52
EPT-0B	EPT-0H	uce-308_EPT_C13	1	10000	0.0338709677419354	52	42	1240	8
EPT-0B	EPT-0F	uce-308_EPT_C13	1	10000	0.0335483870967741	52	104	3100	20
EPT-0B	EPT-0E	uce-308_EPT_C13	1	10000	0.0412903225806451	52	128	3100	20
EPT-0B	EPT-0D	uce-308_EPT_C13	1	10000	0.0315904139433551	52	58	1836	36
EPT-0B	EPT-0C	uce-308_EPT_C13	1	10000	0.0279569892473118	52	104	3720	24
EPT-0A	EPT-0P	uce-308_EPT_C13	1	10000	0.0264423076923076	52	44	1664	0
EPT-0A	EPT-0O	uce-308_EPT_C13	1	10000	0.0256782945736434	52	106	4128	32
EPT-0B	EPT-0I	uce-308_EPT_C13	1	10000	0.0325945241199478	52	100	3068	52
EPT-0A	EPT-0N	uce-308_EPT_C13	1	10000	0.0269607843137254	51	22	816	16
EPT-0A	EPT-0J	uce-308_EPT_C13	1	10000	0.0245098039215686	52	60	2448	48
EPT-0A	EPT-0I	uce-308_EPT_C13	1	10000	0.0306420233463035	52	126	4112	48
EPT-0A	EPT-0H	uce-308_EPT_C13	1	10000	0.0276442307692307	52	46	1664	0
EPT-0A	EPT-0F	uce-308_EPT_C13	1	10000	0.029326923076923	52	122	4160	0
EPT-0A	EPT-0E	uce-308_EPT_C13	1	10000	0.0375	52	156	4160	0
EPT-0A	EPT-0D	uce-308_EPT_C13	1	10000	0.0300324675324675	52	74	2464	32
EPT-0A	EPT-0C	uce-308_EPT_C13	1	10000	0.0240384615384615	52	120	4992	0
EPT-0A	EPT-0L	uce-308_EPT_C13	1	10000	0.0432692307692307	52	36	832	0
EPT-0N	EPT-0P	uce-308_EPT_C13	1	10000	0.0245098039215686	51	10	408	8
EPT-0B	EPT-0J	uce-308_EPT_C13	1	10000	0.0274122807017543	52	50	1824	48
EPT-0B	EPT-0N	uce-308_EPT_C13	1	10000	0.0328947368421052	51	20	608	16
EPT-0D	EPT-0I	uce-308_EPT_C13	1	10000	0.0308804204993429	52	94	3044	76
EPT-0D	EPT-0H	uce-308_EPT_C13	1	10000	0.0324675324675324	52	40	1232	16
EPT-0D	EPT-0F	uce-308_EPT_C13	1	10000	0.0311688311688311	52	96	3080	40
EPT-0D	EPT-0E	uce-308_EPT_C13	1	10000	0.0389610389610389	52	120	3080	40
EPT-0C	EPT-0P	uce-308_EPT_C13	1	10000	0.0216346153846153	52	54	2496	0
EPT-0C	EPT-0O	uce-308_EPT_C13	1	10000	0.0219638242894056	52	136	6192	48
EPT-0C	EPT-0N	uce-308_EPT_C13	1	10000	0.022875816993464	51	28	1224	24
EPT-0B	EPT-0L	uce-308_EPT_C13	1	10000	0.0451612903225806	52	28	620	4
EPT-0C	EPT-0L	uce-308_EPT_C13	1	10000	0.0384615384615384	52	48	1248	0
EPT-0C	EPT-0I	uce-308_EPT_C13	1	10000	0.0262645914396887	52	162	6168	72
EPT-0C	EPT-0H	uce-308_EPT_C13	1	10000	0.0248397435897435	52	62	2496	0
EPT-0C	EPT-0F	uce-308_EPT_C13	1	10000	0.025	52	156	6240	0
EPT-0C	EPT-0E	uce-308_EPT_C13	1	10000	0.0339743589743589	52	212	6240	0
EPT-0C	EPT-0D	uce-308_EPT_C13	1	10000	0.0254329004329004	52	94	3696	48
EPT-0B	EPT-0P	uce-308_EPT_C13	1	10000	0.0290322580645161	52	36	1240	8
EPT-0B	EPT-0O	uce-308_EPT_C13	1	10000	0.0286085825747724	52	88	3076	44
EPT-0C	EPT-0J	uce-308_EPT_C13	1	10000	0.0212418300653594	52	78	3672	72
EPT-0O	EPT-0P	uce-308_EPT_C13	1	10000	0.0232558139534883	52	48	2064	16
EPT-0A	EPT-0B	uce-309_EPT_C10	1	10000	0.0145687645687645	143	100	6864	0
EPT-0F	EPT-0O	uce-309_EPT_C10	1	10000	0.0108262108262108	143	152	14040	260
EPT-0F	EPT-0N	uce-309_EPT_C10	1	10000	0.0100143061516452	142	28	2796	64
EPT-0F	EPT-0L	uce-309_EPT_C10	1	10000	0.0156472261735419	143	44	2812	48
EPT-0F	EPT-0J	uce-309_EPT_C10	1	10000	0.0175855513307984	143	148	8416	164
EPT-0F	EPT-0I	uce-309_EPT_C10	1	10000	0.0145348837209302	143	200	13760	540
EPT-0F	EPT-0H	uce-309_EPT_C10	1	10000	0.0112891478514202	143	62	5492	228
EPT-0E	EPT-0P	uce-309_EPT_C10	1	10000	0.010204081632653	143	58	5684	36
EPT-0E	EPT-0O	uce-309_EPT_C10	1	10000	0.010252808988764	143	146	14240	60
EPT-0E	EPT-0N	uce-309_EPT_C10	1	10000	0.0091807909604519	142	26	2832	28
EPT-0E	EPT-0L	uce-309_EPT_C10	1	10000	0.0154277699859747	143	44	2852	8
EPT-0E	EPT-0J	uce-309_EPT_C10	1	10000	0.0173383317713214	143	148	8536	44
EPT-0E	EPT-0I	uce-309_EPT_C10	1	10000	0.0136103151862464	143	190	13960	340
EPT-0E	EPT-0H	uce-309_EPT_C10	1	10000	0.0104241552839683	143	58	5564	156
EPT-0E	EPT-0F	uce-309_EPT_C10	1	10000	0.0146849158825206	143	206	14028	272
EPT-0D	EPT-0P	uce-309_EPT_C10	1	10000	0.0089820359281437	143	30	3340	92
EPT-0F	EPT-0P	uce-309_EPT_C10	1	10000	0.0110635260528194	143	62	5604	116
EPT-0H	EPT-0I	uce-309_EPT_C10	1	10000	0.0106227106227106	143	58	5460	260
EPT-0H	EPT-0J	uce-309_EPT_C10	1	10000	0.0143712574850299	143	48	3340	92
EPT-0H	EPT-0L	uce-309_EPT_C10	1	10000	0.0089605734767025	143	10	1116	28
EPT-0N	EPT-0O	uce-309_EPT_C10	1	10000	0.0049365303244005	142	14	2836	24
EPT-0L	EPT-0P	uce-309_EPT_C10	1	10000	0.0122807017543859	143	14	1140	4
EPT-0L	EPT-0O	uce-309_EPT_C10	1	10000	0.0119047619047619	143	34	2856	4
EPT-0L	EPT-0N	uce-309_EPT_C10	1	10000	0.0070422535211267	142	4	568	4
EPT-0J	EPT-0P	uce-309_EPT_C10	1	10000	0.0140679953106682	143	48	3412	20
