pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
EPT-0E	uce-1316_EPT_C3	1	10000	0.0151898734177215	79	54	3555	0
EPT-0F	uce-1316_EPT_C3	1	10000	0.0198888563907575	79	68	3419	136
EPT-0H	uce-1316_EPT_C3	1	10000	0.0355329949238578	79	14	394	80
EPT-0I	uce-1316_EPT_C3	1	10000	0.0341731827396466	79	118	3453	102
EPT-0J	uce-1316_EPT_C3	1	10000	0.022508038585209	79	21	933	252
EPT-0L	uce-1316_EPT_C3	1	10000	0.0	76	0	76	3
EPT-0N	uce-1316_EPT_C3	1	10000	0.0253164556962025	79	2	79	0
EPT-0O	uce-1316_EPT_C3	1	10000	0.0201900237529691	79	68	3368	187
EPT-0P	uce-1316_EPT_C3	1	10000	0.0379746835443038	79	18	474	0
EPT-0A	uce-1499_EPT_C10	1	10000	0.0	17	0	476	0
EPT-0B	uce-1499_EPT_C10	1	10000	0.0	17	0	255	0
EPT-0C	uce-1499_EPT_C10	1	10000	0.0	17	0	828	294
EPT-0D	uce-1499_EPT_C10	1	10000	0.0	17	0	246	9
EPT-0E	uce-1499_EPT_C10	1	10000	0.0	17	0	765	0
EPT-0F	uce-1499_EPT_C10	1	10000	0.0	17	0	765	0
EPT-0H	uce-1499_EPT_C10	1	10000	0.0	17	0	102	0
EPT-0I	uce-1499_EPT_C10	1	10000	0.0	17	0	765	0
EPT-0J	uce-1499_EPT_C10	1	10000	0.0	17	0	255	0
EPT-0L	uce-1499_EPT_C10	1	10000	0.0	17	0	17	0
EPT-0N	uce-1499_EPT_C10	1	10000	0.0	17	0	17	0
EPT-0O	uce-1499_EPT_C10	1	10000	0.0	17	0	765	0
EPT-0P	uce-1499_EPT_C10	1	10000	0.0	17	0	102	0
EPT-0A	uce-1795_EPT_C12	1	10000	0.0020995800839832	123	7	3334	110
EPT-0B	uce-1795_EPT_C12	1	10000	0.0057504312823461	123	10	1739	106
EPT-0C	uce-1795_EPT_C12	1	10000	0.0049940859508476	123	38	7609	509
EPT-0D	uce-1795_EPT_C12	1	10000	0.0064599483204134	123	10	1548	297
EPT-0E	uce-1795_EPT_C12	1	10000	0.0085137886359429	123	46	5403	132
EPT-0F	uce-1795_EPT_C12	1	10000	0.0079611650485436	123	41	5150	385
EPT-0H	uce-1795_EPT_C12	1	10000	0.0085714285714285	120	6	700	38
EPT-0I	uce-1795_EPT_C12	1	10000	0.0120433560818948	123	60	4982	553
EPT-0J	uce-1795_EPT_C12	1	10000	0.0086720867208672	123	16	1845	0
EPT-0L	uce-1795_EPT_C12	1	10000	0.0084745762711864	118	1	118	5
EPT-0N	uce-1795_EPT_C12	1	10000	0.0	123	0	123	0
EPT-0O	uce-1795_EPT_C12	1	10000	0.0017064846416382	123	9	5274	261
EPT-0P	uce-1795_EPT_C12	1	10000	0.0056737588652482	120	4	705	33
EPT-0A	uce-2009_EPT_C9	1	10000	0.0149434571890145	90	37	2476	44
EPT-0B	uce-2009_EPT_C9	1	10000	0.0135135135135135	90	18	1332	18
EPT-0C	uce-2009_EPT_C9	1	10000	0.0115942028985507	90	64	5520	420
EPT-0D	uce-2009_EPT_C9	1	10000	0.0192592592592592	90	26	1350	0
EPT-0E	uce-2009_EPT_C9	1	10000	0.0098765432098765	90	40	4050	0
EPT-0F	uce-2009_EPT_C9	1	10000	0.0112528132033008	90	45	3999	51
EPT-0H	uce-2009_EPT_C9	1	10000	0.0149532710280373	90	8	535	5
EPT-0I	uce-2009_EPT_C9	1	10000	0.0102525631407851	90	41	3999	51
EPT-0J	uce-2009_EPT_C9	1	10000	0.0127627627627627	90	17	1332	18
EPT-0L	uce-2009_EPT_C9	1	10000	0.0	90	0	90	0
EPT-0N	uce-2009_EPT_C9	1	10000	0.0	88	0	88	2
EPT-0O	uce-2009_EPT_C9	1	10000	0.0100025006251562	90	40	3999	51
EPT-0P	uce-2009_EPT_C9	1	10000	0.0148148148148148	90	8	540	0
EPT-0A	uce-2053_EPT_C9	1	10000	0.0131802721088435	84	31	2352	0
EPT-0B	uce-2053_EPT_C9	1	10000	0.0182539682539682	84	23	1260	0
EPT-0C	uce-2053_EPT_C9	1	10000	0.0117243867243867	84	65	5544	0
EPT-0D	uce-2053_EPT_C9	1	10000	0.0103916866506794	84	13	1251	9
EPT-0E	uce-2053_EPT_C9	1	10000	0.0198412698412698	84	75	3780	0
EPT-0F	uce-2053_EPT_C9	1	10000	0.0196651607759766	84	74	3763	17
EPT-0H	uce-2053_EPT_C9	1	10000	0.0158730158730158	84	8	504	0
EPT-0I	uce-2053_EPT_C9	1	10000	0.0174603174603174	84	66	3780	0
EPT-0J	uce-2053_EPT_C9	1	10000	0.0142857142857142	84	18	1260	0
EPT-0L	uce-2053_EPT_C9	1	10000	0.0119047619047619	84	1	84	0
EPT-0N	uce-2053_EPT_C9	1	10000	0.0238095238095238	84	2	84	0
EPT-0O	uce-2053_EPT_C9	1	10000	0.0174603174603174	84	66	3780	0
EPT-0P	uce-2053_EPT_C9	1	10000	0.0119047619047619	84	6	504	0
EPT-0A	uce-2078_EPT_C3	1	10000	0.0113969391077824	112	35	3071	65
EPT-0B	uce-2078_EPT_C3	1	10000	0.0119047619047619	112	20	1680	0
EPT-0C	uce-2078_EPT_C3	1	10000	0.0138380138380138	112	102	7371	21
EPT-0D	uce-2078_EPT_C3	1	10000	0.0204081632653061	112	33	1617	63
EPT-0E	uce-2078_EPT_C3	1	10000	0.009556042205853	112	48	5023	17
EPT-0F	uce-2078_EPT_C3	1	10000	0.0056830141022942	112	27	4751	289
EPT-0H	uce-2078_EPT_C3	1	10000	0.0135951661631419	112	9	662	10
EPT-0I	uce-2078_EPT_C3	1	10000	0.0049771053155484	112	25	5023	17
EPT-0J	uce-2078_EPT_C3	1	10000	0.0207951070336391	112	34	1635	45
EPT-0L	uce-2078_EPT_C3	1	10000	0.0089285714285714	112	1	112	0
EPT-0N	uce-2078_EPT_C3	1	10000	0.0185185185185185	108	2	108	4
EPT-0O	uce-2078_EPT_C3	1	10000	0.0055305202785743	112	27	4882	158
EPT-0P	uce-2078_EPT_C3	1	10000	0.0045317220543806	112	3	662	10
EPT-0A	uce-218_EPT_C12	1	10000	0.0200102616726526	71	39	1949	39
EPT-0B	uce-218_EPT_C12	1	10000	0.0233739837398373	71	23	984	81
EPT-0C	uce-218_EPT_C12	1	10000	0.0226706527154957	71	91	4014	672
EPT-0D	uce-218_EPT_C12	1	10000	0.0244131455399061	71	26	1065	0
EPT-0E	uce-218_EPT_C12	1	10000	0.0190923317683881	71	61	3195	0
EPT-0F	uce-218_EPT_C12	1	10000	0.0195075151902782	71	61	3127	68
EPT-0H	uce-218_EPT_C12	1	10000	0.0218978102189781	71	9	411	15
EPT-0I	uce-218_EPT_C12	1	10000	0.0248584015103838	71	79	3178	17
EPT-0J	uce-218_EPT_C12	1	10000	0.0206572769953051	71	22	1065	0
EPT-0L	uce-218_EPT_C12	1	10000	0.0422535211267605	71	3	71	0
EPT-0N	uce-218_EPT_C12	1	10000	0.028169014084507	71	2	71	0
EPT-0O	uce-218_EPT_C12	1	10000	0.0222222222222222	71	71	3195	0
EPT-0P	uce-218_EPT_C12	1	10000	0.0234741784037558	71	10	426	0
EPT-0A	uce-274_EPT_C9	1	10000	0.0	135	0	3231	549
EPT-0B	uce-274_EPT_C9	1	10000	0.0	135	0	1818	207
EPT-0C	uce-274_EPT_C9	1	10000	0.0013014671083767	135	11	8452	458
EPT-0D	uce-274_EPT_C9	1	10000	0.0052465897166841	134	10	1906	119
EPT-0E	uce-274_EPT_C9	1	10000	0.005955334987593	135	36	6045	30
EPT-0F	uce-274_EPT_C9	1	10000	0.0060681777619132	135	34	5603	472
EPT-0H	uce-274_EPT_C9	1	10000	0.0038022813688212	134	3	789	21
EPT-0I	uce-274_EPT_C9	1	10000	0.0029990003332222	135	18	6002	73
EPT-0J	uce-274_EPT_C9	1	10000	0.0024801587301587	135	5	2016	9
EPT-0L	uce-274_EPT_C9	1	10000	0.0087719298245614	114	1	114	21
EPT-0N	uce-274_EPT_C9	1	10000	0.0	135	0	135	0
EPT-0O	uce-274_EPT_C9	1	10000	0.0034917555771096	135	18	5155	920
EPT-0P	uce-274_EPT_C9	1	10000	0.0	135	0	805	5
EPT-0A	uce-281_EPT_C13	1	10000	0.0	61	0	1383	325
EPT-0B	uce-281_EPT_C13	1	10000	0.0054644808743169	61	5	915	0
EPT-0C	uce-281_EPT_C13	1	10000	0.0129583677970774	61	47	3627	399
EPT-0D	uce-281_EPT_C13	1	10000	0.0207650273224043	61	19	915	0
EPT-0E	uce-281_EPT_C13	1	10000	0.0123861566484517	61	34	2745	0
EPT-0F	uce-281_EPT_C13	1	10000	0.0092216894135005	61	25	2711	34
EPT-0H	uce-281_EPT_C13	1	10000	0.0081967213114754	61	3	366	0
EPT-0I	uce-281_EPT_C13	1	10000	0.0035899481451934	61	9	2507	238
EPT-0J	uce-281_EPT_C13	1	10000	0.0063371356147021	61	5	789	126
EPT-0L	uce-281_EPT_C13	1	10000	0.0163934426229508	61	1	61	0
EPT-0N	uce-281_EPT_C13	1	10000	0.0163934426229508	61	1	61	0
EPT-0O	uce-281_EPT_C13	1	10000	0.0076979472140762	61	21	2728	17
EPT-0P	uce-281_EPT_C13	1	10000	0.0163934426229508	61	6	366	0
EPT-0A	uce-284_EPT_C13	1	10000	0.0	64	0	1714	78
EPT-0B	uce-284_EPT_C13	1	10000	0.0	64	0	960	0
EPT-0C	uce-284_EPT_C13	1	10000	0.0	64	0	4098	126
EPT-0D	uce-284_EPT_C13	1	10000	0.0	64	0	960	0
EPT-0E	uce-284_EPT_C13	1	10000	0.0	64	0	2880	0
EPT-0F	uce-284_EPT_C13	1	10000	0.0	64	0	2710	170
EPT-0H	uce-284_EPT_C13	1	10000	0.0	64	0	344	40
EPT-0I	uce-284_EPT_C13	1	10000	0.0	64	0	2654	226
EPT-0J	uce-284_EPT_C13	1	10000	0.0	64	0	960	0
EPT-0L	uce-284_EPT_C13	1	10000	0.0	64	0	64	0
EPT-0N	uce-284_EPT_C13	1	10000	0.0	61	0	61	3
EPT-0O	uce-284_EPT_C13	1	10000	0.0	64	0	2829	51
EPT-0P	uce-284_EPT_C13	1	10000	0.0	64	0	384	0
EPT-0A	uce-308_EPT_C13	1	10000	0.0309065934065934	52	45	1456	0
EPT-0B	uce-308_EPT_C13	1	10000	0.0376134889753566	52	29	771	9
EPT-0C	uce-308_EPT_C13	1	10000	0.0215617715617715	52	74	3432	0
EPT-0D	uce-308_EPT_C13	1	10000	0.0341207349081364	52	26	762	18
EPT-0E	uce-308_EPT_C13	1	10000	0.0461538461538461	52	108	2340	0
EPT-0F	uce-308_EPT_C13	1	10000	0.0316239316239316	52	74	2340	0
EPT-0H	uce-308_EPT_C13	1	10000	0.032051282051282	52	10	312	0
EPT-0I	uce-308_EPT_C13	1	10000	0.0345128877238969	52	79	2289	51
EPT-0J	uce-308_EPT_C13	1	10000	0.0239043824701195	52	18	753	27
EPT-0L	uce-308_EPT_C13	1	10000	0.0769230769230769	52	4	52	0
EPT-0N	uce-308_EPT_C13	1	10000	0.0196078431372549	51	1	51	1
EPT-0O	uce-308_EPT_C13	1	10000	0.0247181266261925	52	57	2306	34
EPT-0P	uce-308_EPT_C13	1	10000	0.0224358974358974	52	7	312	0
EPT-0A	uce-309_EPT_C10	1	10000	0.0129870129870129	143	52	4004	0
EPT-0B	uce-309_EPT_C10	1	10000	0.0186480186480186	143	40	2145	0
EPT-0C	uce-309_EPT_C10	1	10000	0.0119734872781697	143	112	9354	84
EPT-0D	uce-309_EPT_C10	1	10000	0.0131386861313868	143	27	2055	90
EPT-0E	uce-309_EPT_C10	1	10000	0.0145289798468989	143	93	6401	34
EPT-0F	uce-309_EPT_C10	1	10000	0.0160487883164821	143	100	6231	204
EPT-0H	uce-309_EPT_C10	1	10000	0.008505467800729	143	7	823	35
EPT-0I	uce-309_EPT_C10	1	10000	0.0133957391865719	143	83	6196	239
EPT-0J	uce-309_EPT_C10	1	10000	0.022940074906367	143	49	2136	9
EPT-0L	uce-309_EPT_C10	1	10000	0.0209790209790209	143	3	143	0
EPT-0N	uce-309_EPT_C10	1	10000	0.0	142	0	142	1
EPT-0O	uce-309_EPT_C10	1	10000	0.0066999065129323	143	43	6418	17
EPT-0P	uce-309_EPT_C10	1	10000	0.0082063305978898	143	7	853	5
EPT-0A	uce-323_EPT_C10	1	10000	0.0208970438328236	71	41	1962	26
EPT-0B	uce-323_EPT_C10	1	10000	0.0131455399061032	71	14	1065	0
EPT-0C	uce-323_EPT_C10	1	10000	0.0200179937022042	71	89	4446	240
EPT-0D	uce-323_EPT_C10	1	10000	0.0084507042253521	71	9	1065	0
EPT-0E	uce-323_EPT_C10	1	10000	0.0110330992978936	71	33	2991	204
EPT-0F	uce-323_EPT_C10	1	10000	0.0205631129389433	71	65	3161	34
EPT-0H	uce-323_EPT_C10	1	10000	0.0093896713615023	71	4	426	0
EPT-0I	uce-323_EPT_C10	1	10000	0.0191944619257394	71	61	3178	17
EPT-0J	uce-323_EPT_C10	1	10000	0.0137254901960784	71	14	1020	45
EPT-0L	uce-323_EPT_C10	1	10000	0.0	71	0	71	0
EPT-0N	uce-323_EPT_C10	1	10000	0.0285714285714285	70	2	70	1
EPT-0O	uce-323_EPT_C10	1	10000	0.0164504903511546	71	52	3161	34
EPT-0P	uce-323_EPT_C10	1	10000	0.0360576923076923	71	15	416	10
EPT-0A	uce-3879_EPT_C9	1	10000	0.0529801324503311	49	72	1359	13
EPT-0B	uce-3879_EPT_C9	1	10000	0.0761904761904762	49	56	735	0
EPT-0C	uce-3879_EPT_C9	1	10000	0.0562169312169312	49	170	3024	210
EPT-0D	uce-3879_EPT_C9	1	10000	0.0461309523809523	49	31	672	63
EPT-0E	uce-3879_EPT_C9	1	10000	0.0589569160997732	49	130	2205	0
EPT-0F	uce-3879_EPT_C9	1	10000	0.056235827664399	49	124	2205	0
EPT-0H	uce-3879_EPT_C9	1	10000	0.0297397769516728	49	8	269	25
EPT-0I	uce-3879_EPT_C9	1	10000	0.040566037735849	49	86	2120	85
EPT-0J	uce-3879_EPT_C9	1	10000	0.0381355932203389	49	27	708	27
EPT-0L	uce-3879_EPT_C9	1	10000	0.1020408163265306	49	5	49	0
EPT-0N	uce-3879_EPT_C9	1	10000	0.0612244897959183	49	3	49	0
EPT-0O	uce-3879_EPT_C9	1	10000	0.0608014739751266	49	132	2171	34
EPT-0P	uce-3879_EPT_C9	1	10000	0.0680272108843537	49	20	294	0
EPT-0A	uce-3935_EPT_C10	1	10000	0.025375939849624	76	54	2128	0
EPT-0B	uce-3935_EPT_C10	1	10000	0.0314465408805031	76	35	1113	27
EPT-0C	uce-3935_EPT_C10	1	10000	0.0233253588516746	76	117	5016	0
EPT-0D	uce-3935_EPT_C10	1	10000	0.0185676392572944	76	21	1131	9
EPT-0E	uce-3935_EPT_C10	1	10000	0.0339181286549707	76	116	3420	0
EPT-0F	uce-3935_EPT_C10	1	10000	0.041445623342175	76	125	3016	404
EPT-0H	uce-3935_EPT_C10	1	10000	0.0219298245614035	76	10	456	0
EPT-0I	uce-3935_EPT_C10	1	10000	0.0171617161716171	76	52	3030	390
EPT-0J	uce-3935_EPT_C10	1	10000	0.0344827586206896	76	39	1131	9
EPT-0L	uce-3935_EPT_C10	1	10000	0.0	75	0	75	1
EPT-0N	uce-3935_EPT_C10	1	10000	0.0657894736842105	76	5	76	0
EPT-0O	uce-3935_EPT_C10	1	10000	0.0216681507865835	76	73	3369	51
EPT-0P	uce-3935_EPT_C10	1	10000	0.0526315789473684	76	19	361	95
EPT-0A	uce-3945_EPT_C3	1	10000	0.0347985347985348	39	38	1092	0
EPT-0B	uce-3945_EPT_C3	1	10000	0.0444444444444444	39	26	585	0
EPT-0C	uce-3945_EPT_C3	1	10000	0.0349650349650349	39	90	2574	0
EPT-0D	uce-3945_EPT_C3	1	10000	0.029059829059829	39	17	585	0
EPT-0E	uce-3945_EPT_C3	1	10000	0.0353276353276353	39	62	1755	0
EPT-0F	uce-3945_EPT_C3	1	10000	0.0385299347954949	39	65	1687	68
EPT-0H	uce-3945_EPT_C3	1	10000	0.017094017094017	39	4	234	0
EPT-0I	uce-3945_EPT_C3	1	10000	0.0313390313390313	39	55	1755	0
EPT-0J	uce-3945_EPT_C3	1	10000	0.0427350427350427	39	25	585	0
EPT-0L	uce-3945_EPT_C3	1	10000	0.0512820512820512	39	2	39	0
EPT-0N	uce-3945_EPT_C3	1	10000	0.0512820512820512	39	2	39	0
EPT-0O	uce-3945_EPT_C3	1	10000	0.037037037037037	39	65	1755	0
EPT-0P	uce-3945_EPT_C3	1	10000	0.0427350427350427	39	10	234	0
EPT-0A	uce-4024_EPT_C12	1	10000	0.0127214902317128	80	28	2201	39
EPT-0B	uce-4024_EPT_C12	1	10000	0.0084602368866328	80	10	1182	18
EPT-0C	uce-4024_EPT_C12	1	10000	0.0230582524271844	80	114	4944	336
EPT-0D	uce-4024_EPT_C12	1	10000	0.0125	80	15	1200	0
EPT-0E	uce-4024_EPT_C12	1	10000	0.0146520146520146	80	52	3549	51
EPT-0F	uce-4024_EPT_C12	1	10000	0.0105263157894736	80	34	3230	370
EPT-0H	uce-4024_EPT_C12	1	10000	0.0126315789473684	80	6	475	5
EPT-0I	uce-4024_EPT_C12	1	10000	0.0076813655761024	80	27	3515	85
EPT-0J	uce-4024_EPT_C12	1	10000	0.031331592689295	80	36	1149	51
EPT-0L	uce-4024_EPT_C12	1	10000	0.0259740259740259	77	2	77	3
EPT-0N	uce-4024_EPT_C12	1	10000	0.0	80	0	80	0
EPT-0O	uce-4024_EPT_C12	1	10000	0.0026239067055393	80	9	3430	170
EPT-0P	uce-4024_EPT_C12	1	10000	0.01875	80	9	480	0
EPT-0A	uce-4157_EPT_C3	1	10000	0.0069913211186113	150	29	4148	52
EPT-0B	uce-4157_EPT_C3	1	10000	0.0151717983043284	150	34	2241	9
EPT-0C	uce-4157_EPT_C3	1	10000	0.0098989898989898	150	98	9900	0
EPT-0D	uce-4157_EPT_C3	1	10000	0.0174029451137884	150	39	2241	9
EPT-0E	uce-4157_EPT_C3	1	10000	0.0114872109051922	150	75	6529	221
EPT-0F	uce-4157_EPT_C3	1	10000	0.0081889763779527	150	52	6350	400
EPT-0H	uce-4157_EPT_C3	1	10000	0.0144444444444444	150	13	900	0
EPT-0I	uce-4157_EPT_C3	1	10000	0.0144376899696048	150	95	6580	170
EPT-0J	uce-4157_EPT_C3	1	10000	0.003734827264239	150	8	2142	108
EPT-0L	uce-4157_EPT_C3	1	10000	0.0472972972972973	148	7	148	2
EPT-0N	uce-4157_EPT_C3	1	10000	0.0066666666666666	150	1	150	0
EPT-0O	uce-4157_EPT_C3	1	10000	0.0193567599761762	150	130	6716	34
EPT-0P	uce-4157_EPT_C3	1	10000	0.0145251396648044	150	13	895	5
EPT-0A	uce-4163_EPT_C3	1	10000	0.0389714103178406	225	244	6261	39
EPT-0B	uce-4163_EPT_C3	1	10000	0.0323826500297088	225	109	3366	9
EPT-0C	uce-4163_EPT_C3	1	10000	0.0314827352742044	225	465	14770	80
EPT-0D	uce-4163_EPT_C3	1	10000	0.036036036036036	225	120	3330	45
EPT-0E	uce-4163_EPT_C3	1	10000	0.0355164226355362	225	359	10108	17
EPT-0F	uce-4163_EPT_C3	1	10000	0.0390273191233863	225	390	9993	132
EPT-0H	uce-4163_EPT_C3	1	10000	0.0362962962962963	225	49	1350	0
EPT-0I	uce-4163_EPT_C3	1	10000	0.0323605320627357	225	326	10074	51
EPT-0J	uce-4163_EPT_C3	1	10000	0.0354223433242506	225	117	3303	72
EPT-0L	uce-4163_EPT_C3	1	10000	0.0622222222222222	225	14	225	0
EPT-0N	uce-4163_EPT_C3	1	10000	0.04	225	9	225	0
EPT-0O	uce-4163_EPT_C3	1	10000	0.0310231679427264	225	312	10057	68
EPT-0P	uce-4163_EPT_C3	1	10000	0.0385185185185185	225	52	1350	0
EPT-0A	uce-4277_EPT_C12	1	10000	0.035559265442404	226	213	5990	338
EPT-0B	uce-4277_EPT_C12	1	10000	0.0307601301390121	226	104	3381	9
EPT-0C	uce-4277_EPT_C12	1	10000	0.0417600325931961	226	615	14727	189
EPT-0D	uce-4277_EPT_C12	1	10000	0.0337941628264208	226	110	3255	135
EPT-0E	uce-4277_EPT_C12	1	10000	0.0355559933024721	226	361	10153	17
EPT-0F	uce-4277_EPT_C12	1	10000	0.037671586335019	226	365	9689	481
EPT-0H	uce-4277_EPT_C12	1	10000	0.0374251497005988	226	50	1336	20
EPT-0I	uce-4277_EPT_C12	1	10000	0.0321591133979813	226	325	10106	64
EPT-0J	uce-4277_EPT_C12	1	10000	0.0304114490161001	226	102	3354	36
EPT-0L	uce-4277_EPT_C12	1	10000	0.0575221238938053	226	13	226	0
EPT-0N	uce-4277_EPT_C12	1	10000	0.04	225	9	225	1
EPT-0O	uce-4277_EPT_C12	1	10000	0.0327919726905968	226	317	9667	503
EPT-0P	uce-4277_EPT_C12	1	10000	0.0427728613569321	226	58	1356	0
EPT-0A	uce-4315_EPT_C10	1	10000	0.0316387236343969	133	117	3698	26
EPT-0B	uce-4315_EPT_C10	1	10000	0.0182094081942336	133	36	1977	18
EPT-0C	uce-4315_EPT_C10	1	10000	0.0233364140480591	133	202	8656	122
EPT-0D	uce-4315_EPT_C10	1	10000	0.0263024785027819	133	52	1977	18
EPT-0E	uce-4315_EPT_C10	1	10000	0.0244891065698361	133	145	5921	64
EPT-0F	uce-4315_EPT_C10	1	10000	0.0255196890316038	133	151	5917	68
EPT-0H	uce-4315_EPT_C10	1	10000	0.0240641711229946	133	18	748	50
EPT-0I	uce-4315_EPT_C10	1	10000	0.0252689089977804	133	148	5857	128
EPT-0J	uce-4315_EPT_C10	1	10000	0.0377743746809596	133	74	1959	36
EPT-0L	uce-4315_EPT_C10	1	10000	0.037593984962406	133	5	133	0
EPT-0N	uce-4315_EPT_C10	1	10000	0.0227272727272727	132	3	132	1
EPT-0O	uce-4315_EPT_C10	1	10000	0.0217209690893901	133	130	5985	0
EPT-0P	uce-4315_EPT_C10	1	10000	0.0300751879699248	133	24	798	0
EPT-0A	uce-4317_EPT_C12	1	10000	0.0031333930170098	90	7	2234	286
EPT-0B	uce-4317_EPT_C12	1	10000	0.0296296296296296	90	40	1350	0
EPT-0C	uce-4317_EPT_C12	1	10000	0.0037037037037037	90	22	5940	0
EPT-0D	uce-4317_EPT_C12	1	10000	0.0183852917665867	90	23	1251	99
EPT-0E	uce-4317_EPT_C12	1	10000	0.0298765432098765	90	121	4050	0
EPT-0F	uce-4317_EPT_C12	1	10000	0.0139175257731958	90	54	3880	170
EPT-0H	uce-4317_EPT_C12	1	10000	0.0425925925925925	90	23	540	0
EPT-0I	uce-4317_EPT_C12	1	10000	0.017356806347632	90	70	4033	17
EPT-0J	uce-4317_EPT_C12	1	10000	0.015015015015015	90	20	1332	18
EPT-0L	uce-4317_EPT_C12	1	10000	0.0561797752808988	89	5	89	1
EPT-0N	uce-4317_EPT_C12	1	10000	0.0111111111111111	90	1	90	0
EPT-0O	uce-4317_EPT_C12	1	10000	0.0102091633466135	90	41	4016	34
EPT-0P	uce-4317_EPT_C12	1	10000	0.0	90	0	540	0
EPT-0A	uce-431_EPT_C9	1	10000	0.0	55	0	1540	0
EPT-0B	uce-431_EPT_C9	1	10000	0.0	55	0	807	18
EPT-0C	uce-431_EPT_C9	1	10000	0.0	55	0	3609	21
EPT-0D	uce-431_EPT_C9	1	10000	0.0	55	0	816	9
EPT-0E	uce-431_EPT_C9	1	10000	0.0	55	0	2475	0
EPT-0F	uce-431_EPT_C9	1	10000	0.0	55	0	2458	17
EPT-0H	uce-431_EPT_C9	1	10000	0.0	55	0	325	5
EPT-0I	uce-431_EPT_C9	1	10000	0.0	55	0	2475	0
EPT-0J	uce-431_EPT_C9	1	10000	0.0	55	0	816	9
EPT-0L	uce-431_EPT_C9	1	10000	0.0	55	0	55	0
EPT-0N	uce-431_EPT_C9	1	10000	0.0	55	0	55	0
EPT-0O	uce-431_EPT_C9	1	10000	0.0	55	0	2339	136
EPT-0P	uce-431_EPT_C9	1	10000	0.0	55	0	330	0
EPT-0A	uce-4329_EPT_C10	1	10000	0.0267083392527347	263	188	7039	325
EPT-0B	uce-4329_EPT_C10	1	10000	0.0274710476703474	263	102	3713	232
EPT-0C	uce-4329_EPT_C10	1	10000	0.0269419174247725	263	462	17148	210
EPT-0D	uce-4329_EPT_C10	1	10000	0.0305005213764337	263	117	3836	109
EPT-0E	uce-4329_EPT_C10	1	10000	0.0298710115410726	263	352	11784	51
EPT-0F	uce-4329_EPT_C10	1	10000	0.0244964151587572	263	287	11716	119
EPT-0H	uce-4329_EPT_C10	1	10000	0.0280612244897959	263	44	1568	10
EPT-0I	uce-4329_EPT_C10	1	10000	0.0279235065154848	263	330	11818	17
EPT-0J	uce-4329_EPT_C10	1	10000	0.0172764227642276	263	68	3936	9
EPT-0L	uce-4329_EPT_C10	1	10000	0.0304182509505703	263	8	263	0
EPT-0N	uce-4329_EPT_C10	1	10000	0.0418250950570342	263	11	263	0
EPT-0O	uce-4329_EPT_C10	1	10000	0.0224276664954631	263	262	11682	153
EPT-0P	uce-4329_EPT_C10	1	10000	0.035487959442332	263	56	1578	0
EPT-0A	uce-4343_EPT_C12	1	10000	0.0469767441860465	187	202	4300	936
EPT-0B	uce-4343_EPT_C12	1	10000	0.0629043853342918	187	175	2782	23
EPT-0C	uce-4343_EPT_C12	1	10000	0.0534528552456839	187	644	12048	294
EPT-0D	uce-4343_EPT_C12	1	10000	0.0609974883387154	187	170	2787	18
EPT-0E	uce-4343_EPT_C12	1	10000	0.0650029708853238	187	547	8415	0
EPT-0F	uce-4343_EPT_C12	1	10000	0.0595572948514125	187	487	8177	238
EPT-0H	uce-4343_EPT_C12	1	10000	0.0757575757575757	187	85	1122	0
EPT-0I	uce-4343_EPT_C12	1	10000	0.0569678008082388	187	437	7671	744
EPT-0J	uce-4343_EPT_C12	1	10000	0.0606398809523809	187	163	2688	117
EPT-0L	uce-4343_EPT_C12	1	10000	0.086021505376344	186	16	186	1
EPT-0N	uce-4343_EPT_C12	1	10000	0.1277777777777777	180	23	180	7
EPT-0O	uce-4343_EPT_C12	1	10000	0.0529024536205864	187	442	8355	60
EPT-0P	uce-4343_EPT_C12	1	10000	0.0632798573975044	187	71	1122	0
EPT-0A	uce-4359_EPT_C10	1	10000	0.007658202337767	90	19	2481	39
EPT-0B	uce-4359_EPT_C10	1	10000	0.0118518518518518	90	16	1350	0
EPT-0C	uce-4359_EPT_C10	1	10000	0.0067340067340067	90	40	5940	0
EPT-0D	uce-4359_EPT_C10	1	10000	0.0039588281868566	90	5	1263	87
EPT-0E	uce-4359_EPT_C10	1	10000	0.0081481481481481	90	33	4050	0
EPT-0F	uce-4359_EPT_C10	1	10000	0.0051851851851851	90	21	4050	0
EPT-0H	uce-4359_EPT_C10	1	10000	0.0111111111111111	90	6	540	0
EPT-0I	uce-4359_EPT_C10	1	10000	0.0062515628907226	90	25	3999	51
EPT-0J	uce-4359_EPT_C10	1	10000	0.003831417624521	90	5	1305	45
EPT-0L	uce-4359_EPT_C10	1	10000	0.0	82	0	82	8
EPT-0N	uce-4359_EPT_C10	1	10000	0.0112359550561797	89	1	89	1
EPT-0O	uce-4359_EPT_C10	1	10000	0.0022315893875526	90	9	4033	17
EPT-0P	uce-4359_EPT_C10	1	10000	0.0129629629629629	90	7	540	0
EPT-0A	uce-4462_EPT_C3	1	10000	0.006578947368421	76	14	2128	0
EPT-0B	uce-4462_EPT_C3	1	10000	0.0	76	0	1140	0
EPT-0C	uce-4462_EPT_C3	1	10000	0.0054978619425778	76	27	4911	105
